group_code,group_name,table_name,column_name,declared_type,primary_key,not_null,required_without_default,nullable,schema_default,foreign_key,unique_participant,check_or_cross_column_rule,status_policy,derivation_or_authoring_rule,common_failure
G06,dedup_admission,submission_dedup_match,has_resume_identity_match,INTEGER,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_dedup_match.has_resume_identity_match; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_match,final_match_score,REAL,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_dedup_match.final_match_score; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_match,matched_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: submission_dedup_match.matched_at
G06,dedup_admission,submission_dedup_match,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: submission_dedup_match.created_at
G06,dedup_admission,submission_dedup_run,id,INTEGER,yes,no,no,no,,,yes,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,duplicate protected value → UNIQUE constraint failed
G06,dedup_admission,submission_dedup_run,dedup_run_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: submission_dedup_run.dedup_run_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,target_submission_normalized_id,INTEGER,no,yes,yes,no,,submission_normalized.id ON DELETE RESTRICT,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_dedup_run.target_submission_normalized_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,workflow_run_id,INTEGER,no,yes,yes,no,,etl_workflow_run.id ON DELETE CASCADE,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_dedup_run.workflow_run_id; unknown parent ID → FOREIGN KEY constraint failed
G06,dedup_admission,submission_dedup_run,step_run_id,INTEGER,no,yes,yes,no,,etl_step_run.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_dedup_run.step_run_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G06,dedup_admission,submission_dedup_run,dedup_rule_version,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_dedup_run.dedup_rule_version; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,idempotency_key,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: submission_dedup_run.idempotency_key; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,dedup_company_id,INTEGER,no,yes,yes,no,,company.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_dedup_run.dedup_company_id; unknown parent ID → FOREIGN KEY constraint failed
G06,dedup_admission,submission_dedup_run,dedup_position_id,INTEGER,no,yes,yes,no,,position.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_dedup_run.dedup_position_id; unknown parent ID → FOREIGN KEY constraint failed
G06,dedup_admission,submission_dedup_run,dedup_requested_start_year_month,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,dedup_group_key,TEXT,no,no,no,yes,,,no,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,run_status,TEXT,no,yes,no,no,running,,no,yes,schema_default,A dedup run begins when global comparison starts.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,dedup_decision,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,application_entry_decision,TEXT,no,yes,no,no,pending,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,decision_reason_code,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G06,dedup_admission,submission_dedup_run,selected_prior_submission_normalized_id,INTEGER,no,no,no,yes,,submission_normalized.id ON DELETE RESTRICT,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,canonical_submission_normalized_id,INTEGER,no,no,no,yes,,submission_normalized.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G06,dedup_admission,submission_dedup_run,identity_component_key,TEXT,no,no,no,yes,,,no,no,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,invalid values may still be rejected by the canonical importer
G06,dedup_admission,submission_dedup_run,submission_attempt_number,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,max_submission_attempts_snapshot,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,scope_submission_count,INTEGER,no,yes,no,no,0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,evaluated_pair_count,INTEGER,no,yes,no,no,0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,matched_pair_count,INTEGER,no,yes,no,no,0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,has_strong_identity_match,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,has_resume_identity_match,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,final_match_score,REAL,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,rule_config_json,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_dedup_run.rule_config_json; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,last_error_code,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G06,dedup_admission,submission_dedup_run,last_error_detail,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G06,dedup_admission,submission_dedup_run,started_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: submission_dedup_run.started_at
G06,dedup_admission,submission_dedup_run,completed_at,TEXT,no,no,no,yes,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_dedup_run,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: submission_dedup_run.created_at
G06,dedup_admission,submission_dedup_run,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: submission_dedup_run.updated_at
G06,dedup_admission,submission_match_evidence,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G06,dedup_admission,submission_match_evidence,evidence_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: submission_match_evidence.evidence_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_match_evidence,dedup_match_id,INTEGER,no,yes,yes,no,,submission_dedup_match.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_match_evidence.dedup_match_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G06,dedup_admission,submission_match_evidence,evidence_type,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_match_evidence.evidence_type; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_match_evidence,evidence_strength,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_match_evidence.evidence_strength; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_match_evidence,target_identity_feature_id,INTEGER,no,yes,yes,no,,submission_identity_feature.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_match_evidence.target_identity_feature_id; unknown parent ID → FOREIGN KEY constraint failed
G06,dedup_admission,submission_match_evidence,matched_identity_feature_id,INTEGER,no,yes,yes,no,,submission_identity_feature.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_match_evidence.matched_identity_feature_id; unknown parent ID → FOREIGN KEY constraint failed
G06,dedup_admission,submission_match_evidence,matched_value_hmac,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_match_evidence.matched_value_hmac; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_match_evidence,hmac_key_version,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: submission_match_evidence.hmac_key_version; invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_match_evidence,is_primary_rule,INTEGER,no,yes,no,no,0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_match_evidence,evidence_score,REAL,no,yes,no,no,1.0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_match_evidence,github_last_name_match,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_match_evidence,matched_normalized_last_name_hmac,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_match_evidence,evidence_metadata_json,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G06,dedup_admission,submission_match_evidence,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: submission_match_evidence.created_at
G07,application_core,application,id,INTEGER,yes,no,no,no,,,yes,yes,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,application_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: application.application_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,person_id,INTEGER,no,yes,yes,no,,person.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application.person_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G07,application_core,application,company_id,INTEGER,no,yes,yes,no,,company.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application.company_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G07,application_core,application,company_work_mode_id,INTEGER,no,no,no,yes,,company_work_mode.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G07,application_core,application,position_id,INTEGER,no,yes,yes,no,,position.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application.position_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G07,application_core,application,current_candidate_snapshot_id,INTEGER,no,no,no,yes,,candidate_snapshot.id ON DELETE SET NULL,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G07,application_core,application,previous_application_id,INTEGER,no,no,no,yes,,application.id ON DELETE RESTRICT,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,superseded_by_application_id,INTEGER,no,no,no,yes,,application.id ON DELETE RESTRICT,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,hiring_pipeline_id,INTEGER,no,no,no,yes,,pipeline_stage.hiring_pipeline_id ON DELETE RESTRICT | hiring_pipeline.id ON DELETE RESTRICT,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,current_stage_id,INTEGER,no,no,no,yes,,pipeline_stage.id ON DELETE RESTRICT,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,company_name_snapshot,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application.company_name_snapshot; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,company_work_mode_name_snapshot,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G07,application_core,application,position_name_snapshot,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application.position_name_snapshot; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,requested_start_date,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G07,application_core,application,requested_end_date,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G07,application_core,application,requested_start_year_month,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application.requested_start_year_month; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,work_duration,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G07,application_core,application,application_group_key,TEXT,no,yes,yes,no,,,no,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: application.application_group_key; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,submission_attempt_number,INTEGER,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application.submission_attempt_number; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,max_submission_attempts_snapshot,INTEGER,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application.max_submission_attempts_snapshot; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,application_lifecycle_status,TEXT,no,yes,no,no,processing,,no,yes,schema_default,New admitted applications begin in processing; later changes require lifecycle commands.,invalid value/combination → CHECK or trigger rejection
G07,application_core,application,application_decision_status,TEXT,no,yes,no,no,pending,,no,yes,schema_default,No hiring decision exists when an application is first published.,invalid value/combination → CHECK or trigger rejection
G07,application_core,application,decision_reason_code,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G07,application_core,application,decision_fence_token,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application.decision_fence_token; invalid value/combination → CHECK or trigger rejection
G07,application_core,application,applied_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: application.applied_at
G07,application_core,application,current_stage_entered_at,TEXT,no,no,no,yes,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid values may still be rejected by the canonical importer
G07,application_core,application,decided_at,TEXT,no,no,no,yes,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid value/combination → CHECK or trigger rejection
G07,application_core,application,completed_at,TEXT,no,no,no,yes,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid value/combination → CHECK or trigger rejection
G07,application_core,application,superseded_at,TEXT,no,no,no,yes,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid value/combination → CHECK or trigger rejection
G07,application_core,application,cancelled_at,TEXT,no,no,no,yes,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid value/combination → CHECK or trigger rejection
G07,application_core,application,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: application.created_at
G07,application_core,application,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: application.updated_at
G07,application_core,application_source_lineage,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G07,application_core,application_source_lineage,application_id,INTEGER,no,yes,yes,no,,application.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application_source_lineage.application_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G07,application_core,application_source_lineage,source_submission_normalized_id,INTEGER,no,yes,yes,no,,,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application_source_lineage.source_submission_normalized_id; duplicate protected value → UNIQUE constraint failed
G07,application_core,application_source_lineage,source_raw_submission_id,INTEGER,no,yes,yes,no,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application_source_lineage.source_raw_submission_id
G07,application_core,application_source_lineage,source_dedup_run_id,INTEGER,no,yes,yes,no,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application_source_lineage.source_dedup_run_id
G07,application_core,application_source_lineage,source_resume_extraction_id,INTEGER,no,yes,yes,no,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application_source_lineage.source_resume_extraction_id
G07,application_core,application_source_lineage,relation_role,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application_source_lineage.relation_role; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,application_source_lineage,source_snapshot_sha256,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: application_source_lineage.source_snapshot_sha256; invalid value/combination → CHECK or trigger rejection
G07,application_core,application_source_lineage,linked_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: application_source_lineage.linked_at
G07,application_core,application_source_lineage,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: application_source_lineage.created_at
G07,application_core,candidate_snapshot,id,INTEGER,yes,no,no,no,,,yes,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,duplicate protected value → UNIQUE constraint failed
G07,application_core,candidate_snapshot,candidate_snapshot_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: candidate_snapshot.candidate_snapshot_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G07,application_core,candidate_snapshot,application_id,INTEGER,no,yes,yes,no,,application.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: candidate_snapshot.application_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G07,application_core,candidate_snapshot,person_id,INTEGER,no,yes,yes,no,,person.id ON DELETE RESTRICT | application.person_id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: candidate_snapshot.person_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G07,application_core,candidate_snapshot,snapshot_status,TEXT,no,yes,no,no,core_published,,no,yes,schema_default,Workflow A publishes the minimum candidate core before Workflow B enrichment.,invalid value/combination → CHECK or trigger rejection
G07,application_core,candidate_snapshot,normalized_person_name,TEXT,no,yes,yes,no,,,no,yes,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,omit → NOT NULL constraint failed: candidate_snapshot.normalized_person_name; invalid value/combination → CHECK or trigger rejection
G07,application_core,candidate_snapshot,normalized_first_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G07,application_core,candidate_snapshot,normalized_middle_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G07,application_core,candidate_snapshot,normalized_last_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G07,application_core,candidate_snapshot,normalized_email_address,TEXT,no,yes,yes,no,,,no,yes,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,omit → NOT NULL constraint failed: candidate_snapshot.normalized_email_address; invalid value/combination → CHECK or trigger rejection
G07,application_core,candidate_snapshot,normalized_phone,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G07,application_core,candidate_snapshot,normalized_linkedin_url,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G07,application_core,candidate_snapshot,normalized_github_url,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G07,application_core,candidate_snapshot,source_resume_text_sha256,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: candidate_snapshot.source_resume_text_sha256; invalid value/combination → CHECK or trigger rejection
G07,application_core,candidate_snapshot,source_extraction_version,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: candidate_snapshot.source_extraction_version; invalid value/combination → CHECK or trigger rejection
G07,application_core,candidate_snapshot,profile_snapshot_sha256,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: candidate_snapshot.profile_snapshot_sha256; invalid value/combination → CHECK or trigger rejection
G07,application_core,candidate_snapshot,snapshot_created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: candidate_snapshot.snapshot_created_at
G07,application_core,candidate_snapshot,enrichment_completed_at,TEXT,no,no,no,yes,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid value/combination → CHECK or trigger rejection
G07,application_core,candidate_snapshot,superseded_at,TEXT,no,no,no,yes,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid value/combination → CHECK or trigger rejection
